YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,AGE,LAST_FLAG,PLACE,COUNTRY
2019,8001517,YARA J,Other,4052,2037,1980,39,Syria,Aliaga,Turkey
2019,9074547,SINGAPORE,Container Ship,64502,24250,1995,24,Palau,Alang,India
2019,9074535,KOREA,Container Ship,64502,24132,1995,24,Palau,Alang,India
2019,7304273,KING KONG 1,Other,112848,39584,1973,46,Comoros,Alang,India
2019,9185504,EMTRANS,Tanker,37033,13210,2000,19,Comoros,Chittagong,Bangladesh
2019,9248136,BASEL,Container Ship,65918,24337,2003,16,Palau,Chittagong,Bangladesh
2019,9122435,DAVIA,Container Ship,23825,10332,1996,23,Comoros,Chittagong,Bangladesh
2019,9145267,HH EASTE,Container Ship,7171,4151,1998,21,St Kitts & Nevis,Alang,India
2019,9225421,ARI,Container Ship,23722,10607,2001,18,Palau,Alang,India
2019,9224635,BRILLIANCE,Bulk Carrier,87363,21198,2001,18,Comoros,Chittagong,Bangladesh
2019,9175717,RENO,Container Ship,12827,5996,2000,19,Antigua & Barbuda,Alang,India
2019,9126986,THORN,Container Ship,12029,5780,1996,23,Palau,Alang,India
2019,9317913,LISE,Container Ship,53481,20414,2006,13,Palau,Chittagong,Bangladesh
2019,9126974,SHORN,Container Ship,12029,5800,1996,23,Gabon,Alang,India
2019,9108386,BOXY LADY,Container Ship,14241,6758,1996,23,Bahamas,Chittagong,Bangladesh
2019,9212058,MILLENA,Bulk Carrier,87407,24576,2000,19,Comoros,Chittagong,Bangladesh
2019,9213375,VELLOS,Bulk Carrier,86201,22518,2000,19,Comoros,Chittagong,Bangladesh
2019,8805004,URSU,Tanker,25740,8074,1988,31,Palau,Chittagong,Bangladesh
2019,8812667,HOME,Bulk Carrier,138648,36325,1989,30,St Kitts & Nevis,Chittagong,Bangladesh
2019,9082350,HULK,Bulk Carrier,147812,31817,1995,24,Comoros,Chittagong,Bangladesh
2019,9179593,NANO,Bulk Carrier,87523,22145,1999,20,Palau,Chittagong,Bangladesh
2019,9169603,LADY,Bulk Carrier,86600,21625,1999,20,Palau,Chittagong,Bangladesh
2019,7208699,GIANNIS C,Tanker,996,,1973,46,Togo,Unknown,UNKNOWN?
2019,8917546,CHILEAN REEFER,Reefer,7944,4888,1992,27,Bahamas,Alang,India
2019,9038335,AUTUMN WAVE,Reefer,13077,7550,1993,26,Bahamas,Alang,India
2019,8907876,SWAN,Reefer,13099,7032,1990,29,Bahamas,Gadani,Pakistan
2019,9280847,S PIRAEUS,Container Ship,53453,19838,2004,15,Palau,Chittagong,Bangladesh
2019,8907931,S PYLOS,Container Ship,27103,11315,1991,28,Palau,Chittagong,Bangladesh
2019,9179816,ELAFONISOS,Container Ship,25705,10672,1999,20,Liberia,Alang,India
2019,9007829,SIERRA II,Container Ship,23953,8338,1991,28,Liberia,Alang,India
2019,9007831,REUNION,Container Ship,23953,8309,1992,27,Liberia,Alang,India
2019,9007817,NAMIBIA II,Container Ship,23953,8309,1991,28,Liberia,Alang,India
2019,9289568,VIRGIN STAR,Container Ship,54592,21188,2005,14,Liberia,Chittagong,Bangladesh
2019,9265720,S KYRIAKOULA,Tanker,40680,13795,2003,16,Palau,Chittagong,Bangladesh
2019,9106481,SERVAL,Container Ship,10917,5624,1995,24,Liberia,Alang,India
2019,9186742,MERMAID,Other,12973,5263,1999,20,Belize,Alang,India
2019,9164201,VISION,Tanker,40705,15555,2000,19,Comoros,Chittagong,Bangladesh
2019,8603133,GRIPO,Reefer,3281,2026,1986,33,Kiribati,Alang,India
2019,9034901,ALMYROS II,Other,1714,,1992,27,Greece,Aliaga,Turkey
2019,8414764,BRAVE-M,Other,5974,3508,1985,34,Tanzania (Zanzibar),Alang,India
2019,8813130,EKO 3,Tanker,2041,1351,1989,30,Greece,Aliaga,Turkey
2019,8517815,OSTROV BERINGA,Reefer,5757,3699,1986,33,Panama,Chittagong,Bangladesh
2019,8807442,FRIO DOLPHIN,Reefer,8519,6500,1989,30,Panama,Alang,India
2019,5325625,LEVANT ORIENT,Other,10310,5690,1962,57,Panama,Chittagong,Bangladesh
2019,7355272,EXPRESS,Ro-Ro/Vehicle Carrier,15074,6970,1974,45,Togo,Aliaga,Turkey
2019,9224099,GEORGIA K,Bulk Carrier,15071,5500,2000,19,Panama,Chittagong,Bangladesh
2019,8206612,PALM,Tanker,10228,5618,1984,35,Palau,Alang,India
2019,9197868,OCEAN,Tanker,149274,37141,2001,18,Palau,Chittagong,Bangladesh
2019,6815225,OLYMPIC,Other,961,,1968,51,Comoros,Aliaga,Turkey
2019,9101182,ROUSSA,Tanker,28628,9606,1995,24,St Kitts & Nevis,Chittagong,Bangladesh
2019,9007752,KROK,Tanker,25190,8704,1994,25,Comoros,Chittagong,Bangladesh
2019,9126302,ARISTIMO,Bulk Carrier,26239,8147,1997,22,Belize,Gadani,Pakistan
2019,7814498,SEABULK PATIENCE,Bulk Carrier,10596,,1979,40,Panama,Aliaga,Turkey
2019,7814486,SEAMAR CHALLENGE,Other,11108,,1978,41,Panama,Aliaga,Turkey
2019,6510253,ALKYON,Ro-Ro/Vehicle Carrier,1217,,1965,54,Palau,Aliaga,Turkey
2019,9227522,LAURA,Bulk Carrier,85379,21018,2000,19,Comoros,Chittagong,Bangladesh
2019,9123922,LOGOS,Container Ship,18716,8610,1995,24,St Kitts & Nevis,Alang,India
2019,9086356,OCEANA,Tanker,27627,10247,1996,23,Comoros,Gadani,Pakistan
2019,9079183,ALIZEA,Tanker,28226,9107,1995,24,Comoros,Chittagong,Bangladesh
2019,9159842,PRINCESS OF ELLA,Container Ship,16705,7290,1997,22,Palau,Chittagong,Bangladesh
2019,9088512,QUEEN OF LUCK,Container Ship,16316,7164,1995,24,Panama,Chittagong,Bangladesh
2019,9265732,S GEORGIS,Tanker,40680,13806,2003,16,Palau,Chittagong,Bangladesh
2019,8029052,DARYA JAAN,Other,11262,5396,1982,37,India,Chittagong,Bangladesh
2019,9108221,POLO,Container Ship,15095,6256,1995,24,Comoros,Alang,India
2019,9214587,TEAM,Other,8861,4714,2001,18,Palau,Alang,India
2019,8517358,OCEAN STAR 96,Reefer,6579,4027,1987,32,Nauru,Chittagong,Bangladesh
2019,9078232,CHER,Ro-Ro/Vehicle Carrier,47367,16042,1994,25,Palau,Chittagong,Bangladesh
2019,7426100,JIN HUA 8,Other,2566,1318,1975,44,Panama,Chittagong,Bangladesh
2019,7342562,XIN SHUANG,Other,60228,26061,1976,43,Palau,Chittagong,Bangladesh
2019,9216846,HAI,Container Ship,7360,3760,2002,17,Gabon,Chittagong,Bangladesh
2019,8517346,STAR 98,Reefer,6579,4022,1986,33,Palau,Chittagong,Bangladesh
2019,9270830,IPSA,Container Ship,21932,10491,2004,15,Comoros,Chittagong,Bangladesh
2019,9270816,IPSA I,Container Ship,21932,10599,2003,16,Comoros,Chittagong,Bangladesh
2019,9224776,LORY,Bulk Carrier,86848,21313,2002,17,Comoros,Chittagong,Bangladesh
2019,6828923,SNAEFELL,Fishing Vessel,1319,,1968,51,Iceland,Ghent,Belgium
2019,7607065,HJALTEYRIN,Fishing Vessel,658,,1977,42,Iceland,Ghent,Belgium
2019,8922474,STAR XXVI,Dredger,2081,2435,1989,30,Panama,Alang,India
2019,9104108,PREMA ONE,Bulk Carrier,38137,9919,1995,24,Liberia,Chittagong,Bangladesh
2019,8519083,A THIRTY SIX,Offshore/Supply Vessel,2915,2939,1987,32,Palau,Alang,India
2019,8750259,BADRI,Other,5899,3735,1973,46,Palau,Alang,India
2019,8752104,KEDARNATH,Other,5403,7373,1975,44,India,Alang,India
2019,8122103,BHARATI-S,Offshore/Supply Vessel,591,558,1982,37,India,Alang,India
2019,8304907,ALAN,Other,1190,1223,1983,36,India,Gadani,Pakistan
2019,8108119,OASIS IV,Offshore/Supply Vessel,1894,2402,1982,37,Palau,Alang,India
2019,7816379,ALAN,Other,5308,5480,1980,39,Gabon,Alang,India
2019,7725946,SEA JUMBO,Offshore/Supply Vessel,2478,1739,1979,40,India,Alang,India
2019,8416970,GEO GANGASAGAR,Other,2270,1581,1986,33,India,Alang,India
2019,9045534,SHASTRI,Container Ship,21963,8484,1993,26,Palau,Alang,India
2019,9107631,NADYA,Bulk Carrier,28029,10967,2000,19,Comoros,Chittagong,Bangladesh
2019,7116975,AKB,Passenger/Cruise Ship,9539,5046,1971,48,Gabon,Gadani,Pakistan
2019,6519443,PERIYAR,Other,772,,1965,54,India,Kochi,India
2019,9074860,ANK,Tanker,80130,22258,1994,25,St Kitts & Nevis,Chittagong,Bangladesh
2019,9210347,MADURAI MEENAKSHI,Other,6204,3430,2001,18,St Kitts & Nevis,Chittagong,Bangladesh
2019,9521576,OMKARA PREM,Dredger,4607,3401,2008,11,India,Alang,India
2019,8822533,VAKUL PREM,Dredger,2081,2483,1988,31,Palau,Alang,India
2019,8757934,OCEAN 15,Other,2598,2405,1964,55,St Kitts & Nevis,Alang,India
2019,7902295,QING,Passenger/Cruise Ship,35143,17941,1982,37,India,Alang,India
2019,7403237,ORISSA,Bulk Carrier,46178,19017,1979,40,Comoros,Chittagong,Bangladesh
2019,9160217,AFFRON,Tanker,81565,22615,1998,21,St Kitts & Nevis,Chittagong,Bangladesh
2019,9038103,DEL,Tanker,5001,2810,1992,27,St Kitts & Nevis,Alang,India
2019,9563902,KARUTHAL,Container Ship,1617,854,2009,10,India,Alang,India
2019,8814756,VAM,Tanker,34974,16094,1991,28,Palau,Alang,India
2019,8316558,NEEL KAMAL,Offshore/Supply Vessel,989,1136,1983,36,India,Alang,India
2019,9043744,INDRADI,Tanker,7915,3848,1993,26,Indonesia,Alang,India
2019,6916201,OCEAN SPARKLE,Other,13475,,1969,50,Comoros,Aliaga,Turkey
2019,9052408,BUMI SEJAHTERA,Tanker,2567,,1995,24,Panama,Unknown,Unknown
2019,8801527,BIT,Tanker,18083,6016,1988,31,Comoros,Chittagong,Bangladesh
2019,8419518,MATARAM EXPRESS,Container Ship,3790,,1985,34,Indonesia,Bojonegara,Indonesia
2019,7627596,BESAKIH,Other,3648,1810,1978,41,Indonesia,Unknown,Indonesia
2019,7359670,SUN,Tanker,79086,28880,1977,42,Palau,Chittagong,Bangladesh
2019,9156345,S SEGARA,Tanker,22809,8510,1998,21,Palau,Chittagong,Bangladesh
2019,8717518,ORIENTAL MUTIARA,Other,18037,7591,1989,30,Indonesia,Chittagong,Bangladesh
2019,8609838,SOECHI CHEMICAL XXI,Tanker,1446,890,1986,33,Indonesia,Jakarta,Indonesia
2019,8419477,TANTO HAWARI,Other,3666,1892,1985,34,Niue,Chittagong,Bangladesh
2019,8115590,S TAN,Container Ship,9909,5473,1982,37,Palau,Chittagong,Bangladesh
2019,9159866,SPRING MAS,Container Ship,16865,7295,1997,22,Indonesia,Chittagong,Bangladesh
2019,9104146,SELAT MAS,Container Ship,13941,5719,1995,24,Indonesia,Chittagong,Bangladesh
2019,8308795,LIGHT,Other,38241,12573,1986,33,St Kitts & Nevis,Chittagong,Bangladesh
2019,8818245,MAIDEN,Tanker,9959,4815,1991,28,Palau,Chittagong,Bangladesh
2019,8819184,HARMONY,Tanker,18033,6096,1989,30,Palau,Chittagong,Bangladesh
2019,8919116,ATLANTIC,Tanker,18447,6194,1991,28,Palau,Chittagong,Bangladesh
2019,9040443,MEDELIN,Tanker,25800,8212,1992,27,Comoros,Chittagong,Bangladesh
2019,8717245,ATLAS,Tanker,27450,8947,1989,30,Indonesia,Chittagong,Bangladesh
2019,8419362,HONOR,Tanker,4565,2296,1985,34,Niue,Chittagong,Bangladesh
2019,8500094,SAMUDERA,Tanker,4267,2283,1985,34,Niue,Chittagong,Bangladesh
2019,8808329,STANDARD,Tanker,13091,4850,1989,30,Niue,Chittagong,Bangladesh
2019,9280835,FOUR STAR,Container Ship,53453,19838,2004,15,Palau,Chittagong,Bangladesh
2019,9288904,WINNER,Container Ship,54626,20895,2004,15,Palau,Chittagong,Bangladesh
2019,8405892,AMT EXPLORER,Other,5814,2226,1984,35,Malta,Aliaga,Turkey
2019,9122045,T AGADIR,Container Ship,16800,7582,1996,23,Palau,Alang,India
2019,9435466,NORMAN ATLANTIC,Ro-Ro/Vehicle Carrier,26904,,2009,10,Italy,Aliaga,Turkey
2019,7422001,HROTTO,Other,33862,26941,1976,43,Bahamas,Alang,India
2019,8618607,YODA,Other,1299,1426,1988,31,Palau,Alang,India
2019,8508905,INNO,Ro-Ro/Vehicle Carrier,34960,11064,1987,32,Comoros,Chittagong,Bangladesh
2019,9106663,ZEARTH,Tanker,148362,38298,1995,24,Panama,Alang,India
2019,8751629,SAGA,Other,6060,7068,1981,38,Comoros,Alang,India
2019,8751631,AL-DOHA,Other,6006,6897,1981,38,Palau,Alang,India
2019,9124251,ESPO,Tanker,2976,1887,1995,24,Comoros,Chittagong,Bangladesh
2019,9051818,PEARL ACE,Ro-Ro/Vehicle Carrier,45796,12584,1994,25,Panama,Alang,India
2019,9072862,JB 88,Tanker,2283,1592,1993,26,Belize,Chittagong,Bangladesh
2019,9154048,AKOMAR,Ro-Ro/Vehicle Carrier,8015,6127,1997,22,Belize,Chittagong,Bangladesh
2019,9121285,GREEN GARNET,Other,40322,9164,1996,23,Panama,Alang,India
2019,9108037,RAKIURA MARU,Other,17940,8502,1996,23,Panama,Alang,India
2019,9140360,MERIDIAN,Other,40322,9288,1996,23,Panama,Alang,India
2019,9002489,VENTURE,Other,83094,28624,1992,27,Panama,Alang,India
2019,9045895,UFO,Ro-Ro/Vehicle Carrier,14250,5780,1992,27,Palau,Chittagong,Bangladesh
2019,9181625,DEN,Bulk Carrier,113606,28448,1999,20,Comoros,Alang,India
2019,9052343,MG SHIPPING,Bulk Carrier,151447,39778,1993,26,Panama,Alang,India
2019,8905426,HEIJIN,Ro-Ro/Vehicle Carrier,47641,11018,1989,30,Panama,Alang,India
2019,8916267,HOJIN,Ro-Ro/Vehicle Carrier,57871,14500,1990,29,Liberia,Alang,India
2019,8811077,HOYO MARU,Other,2715,1751,1988,31,Tuvalu,Chittagong,Bangladesh
2019,9016650,CLEAN OCEAN 1,Other,10747,4929,1991,28,Panama,Chittagong,Bangladesh
2019,9078220,KRIS,Ro-Ro/Vehicle Carrier,47367,16062,1994,25,Palau,Chittagong,Bangladesh
2019,8815073,KITA,Ro-Ro/Vehicle Carrier,13937,11104,1989,30,Niue,Alang,India
2019,9106780,SHIRO,Container Ship,18619,8178,1995,24,St Kitts & Nevis,Chittagong,Bangladesh
2019,9003134,DELPHINUS,Ro-Ro/Vehicle Carrier,17752,6895,1991,28,Panama,Alang,India
2019,9019664,TRANS PACIFIC 5,Ro-Ro/Vehicle Carrier,17736,6927,1992,27,Panama,Alang,India
2019,7824821,TAKA,Other,11736,5788,1979,40,Niue,Chittagong,Bangladesh
2019,8413007,PACIFIC ETHYLENE,Tanker,1276,,1985,34,Japan,Kudamatsu,Japan
2019,8108107,CSC NELSON,Offshore/Supply Vessel,1924,2425,1982,37,Cook Islands,Alang,India
2019,8905490,HONEST,Bulk Carrier,17061,6000,1989,30,Gabon,Chittagong,Bangladesh
2019,9073921,BYUKSANG 3001,Other,2116,1521,1992,27,Panama,Chittagong,Bangladesh
2019,7413816,ERROXAPE,Fishing Vessel,2199,,1977,42,Korea (South),Unknown,Korea (South)
2019,9051686,DANGJIN FRIENDSHIP,Bulk Carrier,77201,18360,1994,25,Panama,Chittagong,Bangladesh
2019,9077329,BANK,Bulk Carrier,73706,17600,1994,25,Liberia,Chittagong,Bangladesh
2019,7324821,DAII,Other,12855,14955,1974,45,Palau,Alang,India
2019,9549164,T INNOVATION,Other,14608,9643,2009,10,St Kitts & Nevis,Chittagong,Bangladesh
2019,9057513,HERMES 3,Ro-Ro/Vehicle Carrier,8357,5462,1993,26,Comoros,Chittagong,Bangladesh
2019,8712790,KATRIN,Tanker,1014,,1987,32,Panama,Unknown,"Korea, South"
2019,9056818,KG COEN,Bulk Carrier,77503,18046,1994,25,Korea (South),Chittagong,Bangladesh
2019,9108673,ZARAN,Bulk Carrier,75275,17741,1994,25,Comoros,Chittagong,Bangladesh
2019,8608054,AUTO ATLAS,Ro-Ro/Vehicle Carrier,52422,14268,1988,31,Panama,Chittagong,Bangladesh
2019,8910938,NOEL,Container Ship,3628,2428,1989,30,Korea (South),Chittagong,Bangladesh
2019,9081863,MUGUNGHWA NO. 17,Other,1592,1195,1992,27,Korea (South),Busan,Korea (South)
2019,9159074,STARLINK,Ro-Ro/Vehicle Carrier,12968,5565,1997,22,Comoros,Chittagong,Bangladesh
2019,9146596,SOLAR EMBER,Bulk Carrier,84318,19950,1997,22,Panama,Chittagong,Bangladesh
2019,9056533,SOLAR ARION,Bulk Carrier,66600,18233,1994,25,Panama,Chittagong,Bangladesh
2019,9050230,STELLAR,Bulk Carrier,148847,39118,1994,25,Comoros,Chittagong,Bangladesh
2019,8873142,BUM JIN NO. 3,Tanker,1590,1198,1993,26,Mongolia,Chittagong,Bangladesh
2019,8819158,SHIDA,Ro-Ro/Vehicle Carrier,17022,6628,1989,30,Gabon,Chittagong,Bangladesh
2019,9032642,ATLANTIC TRADER,Bulk Carrier,140222,36886,1993,26,Korea (South),Chittagong,Bangladesh
2019,9042685,ATLANTIC CARRIER,Bulk Carrier,148612,37980,1993,26,Panama,Chittagong,Bangladesh
2019,9183336,GENEVA,Bulk Carrier,84335,20057,1999,20,Palau,Chittagong,Bangladesh
2019,9122526,SAWASDEE BANGKOK,Container Ship,15839,7080,1996,23,Korea (South),Alang,India
2019,9044475,COMPROMISE,Bulk Carrier,75254,18260,1994,25,Palau,Chittagong,Bangladesh
2019,9157753,KMTC HONGKONG,Container Ship,16731,7124,1998,21,Korea (South),Chittagong,Bangladesh
2019,9002673,ATLANTIC MERCHANT,Bulk Carrier,138172,36166,1992,27,Panama,Chittagong,Bangladesh
2019,7301245,DOS EXPLORER,Offshore/Supply Vessel,1167,,1973,46,Panama,Liepaja,Latvia
2019,8012243,OMAR B,Bulk Carrier,7747,5241,1983,36,St Vincent & The Grenadines,Gadani,Pakistan
2019,9186766,ROYAL ARSENAL,Bulk Carrier,26586,7250,1999,20,St Vincent & The Grenadines,Unknown,Pakistan
2019,8324713,SWARD,Other,8183,4142,1984,35,Comoros,Alang,India
2019,9012795,VIRILE,Container Ship,7361,4052,1992,27,Comoros,Alang,India
2019,7047344,LAL,Other,1560,,1971,48,Sierra Leone,Aliaga,Turkey
2019,7800540,ABERDEEN,Ro-Ro/Vehicle Carrier,4234,,1979,40,Cameroon,Aliaga,Turkey
2019,7721952,MARK,Other,2383,,1981,38,Togo,Aliaga,Turkey
2019,7708285,WARDEH,Other,8393,,1978,41,Lebanon,Aliaga,Turkey
2019,5225904,TIGHNABRUAICH,Other,603,,1957,62,Togo,Aliaga,Turkey
2019,6523016,FALCON 1,Other,861,,1965,54,Tanzania (Zanzibar),Aliaga,Turkey
2019,9109079,ZAD ELKHIR,Other,7171,,1995,24,Panama,Aliaga,Turkey
2019,9214707,JAGUH,Offshore/Supply Vessel,2032,1718,1999,20,Palau,Chittagong,Bangladesh
2019,9207352,MAN,Other,3310,2379,1999,20,Palau,Alang,India
2019,9150638,HORNBILL,Other,4044,2338,1995,24,Palau,Chittagong,Bangladesh
2019,8887959,IVORY,Other,4044,2338,1995,24,Palau,Chittagong,Bangladesh
2019,9043689,JASA BAKTI,Ro-Ro/Vehicle Carrier,47368,13774,1992,27,Malaysia,Alang,India
2019,9123609,SALAM MULIA,Container Ship,16772,6734,1996,23,Malaysia,Chittagong,Bangladesh
2019,9182930,S ATLANTA,Tanker,57929,16717,1999,20,Palau,Chittagong,Bangladesh
2019,9176034,T AUGUSTA,Tanker,58156,16830,1999,20,St Kitts & Nevis,Chittagong,Bangladesh
2019,9182942,S ANAHEIM,Tanker,57929,16717,1999,20,Palau,Chittagong,Bangladesh
2019,8766492,KPV BADANG,Other,12709,4586,1983,36,Niue,Chittagong,Bangladesh
2019,8936645,SARKU CLEMENTINE,Other,3637,1978,1996,23,Comoros,Chittagong,Bangladesh
2019,7353999,S PERDANA,Other,2270,2027,1974,45,Palau,Chittagong,Bangladesh
2019,7803566,S SANTU,Offshore/Supply Vessel,2999,2586,1980,39,Palau,Chittagong,Bangladesh
2019,8770455,AUSSIE,Other,13575,7346,2009,10,Palau,Chittagong,Bangladesh
2019,7306817,MASINDRA LANGKAWI,Offshore/Supply Vessel,1294,1400,1973,46,Malaysia,Chittagong,Bangladesh
2019,6620010,HAWK,Dredger,628,,1967,52,Tanzania (Zanzibar),Aliaga,Turkey
2019,6810055,BON,Tanker,1580,930,1968,51,Tanzania (Zanzibar),Aliaga,Turkey
2019,7393822,ASSO ZEJT 1,Offshore/Supply Vessel,1243,,1975,44,Malta,Aliaga,Turkey
2019,8230027,EFA,Other,2457,1173,1972,47,Vanuatu,Aliaga,Turkey
2019,9166742,GRAPE,Tanker,163346,43030,1999,20,Palau,Chittagong,Bangladesh
2019,9168934,ENERGY,Tanker,72132,26087,1998,21,Palau,Chittagong,Bangladesh
2019,9233325,PROSPER,Bulk Carrier,85868,20489,2000,19,Palau,Chittagong,Bangladesh
2019,8901406,WONDER I,Container Ship,6299,3257,1990,29,Panama,Aliaga,Turkey
2019,8918942,TALISMAN,Other,42515,,1993,26,Curacao,Aliaga,Turkey
2019,8918930,TRANSPORTER,Other,42609,112971,1992,27,Curacao,Aliaga,Turkey
2019,8863745,STEMAT SCRADEWAY,Other,2054,,1981,38,Netherlands,Gravendeel,Netherlands
2019,8113566,TEAL,Other,22835,,1984,35,Curacao,Aliaga,Turkey
2019,8617940,TREASURE,Other,42515,,1990,29,Curacao,Aliaga,Turkey
2019,8113554,SWIFT,Other,22835,13763,1983,36,Curacao,Aliaga,Turkey
2019,7615608,CAPRICORN,Dredger,3256,,1977,42,St Vincent & The Grenadines,Aliaga,Turkey
2019,8410184,SANDWAY,Dredger,12962,8603,1986,33,St Vincent & The Grenadines,Aliaga,Turkey
2019,8110851,SHAHAF,Dredger,9770,,1982,37,St Vincent & The Grenadines,Aliaga,Turkey
2019,7026871,PHOENIX I,Other,3356,,1971,48,Panama,Aliaga,Turkey
2019,8639728,TRITON,Dredger,662,,1968,51,Netherlands,Gravendeel,Netherlands
2019,8505707,JAN STEEN,Other,2679,,1986,33,Netherlands,Ghent,Belgium
2019,8416463,BREAKSEA,Tanker,992,697,1985,34,Nigeria,Lagos,Nigeria
2019,8716863,ADVENTURER,Tanker,11425,5516,1989,30,Palau,Chittagong,Bangladesh
2019,8806682,GRACE,Tanker,11425,5516,1990,29,Palau,Chittagong,Bangladesh
2019,8619455,IDDI,Tanker,26356,9260,1989,30,St Kitts & Nevis,Chittagong,Bangladesh
2019,6903034,HAVGLOTT,Other,811,,1968,51,Norway,Stokksund,Norway
2019,8714281,SKJERVOEYFISK,Fishing Vessel,579,,1988,31,Norway,Eydehavn,Norway
2019,8913473,FRAMFJORD,Other,1508,789,1990,29,St Kitts & Nevis,Eydehavn,Norway
2019,8756332,BREDFORD DOLPHIN,Other,13819,14349,1976,43,Singapore,Aliaga,Turkey
2019,9182851,BELFORD DOLPHIN,Other,40362,30645,2000,19,St Kitts & Nevis,Alang,India
2019,8750584,BYFORD DOLPHIN,Other,12420,,1974,45,Bermuda,Aliaga,Turkey
2019,8822595,GREEN MUSIC,Reefer,5103,3045,1990,29,Bahamas,Alang,India
2019,8420799,STAR GRAN,Other,27192,10600,1986,33,Norway,Aliaga,Turkey
2019,8309830,STAR FUJI,Other,25345,10000,1985,34,Norway,Aliaga,Turkey
2019,5330826,PANTRADER,Other,1807,,1958,61,Panama,Klaipeda,Lithuania
2019,8510673,VENTURER,Other,3935,,1986,33,Norway,Aliaga,Turkey
2019,9172650,SKS TIETE,Bulk Carrier,63515,18438,1999,20,Bahamas,Alang,India
2019,9172662,SKS TANARO,Bulk Carrier,63515,18438,1999,20,Bahamas,Alang,India
2019,9183609,DAN EAGLE,Tanker,28448,9582,1999,20,Denmark (Dis),Aliaga,Turkey
2019,7829869,MAMMUTKRANA III,Other,590,,1968,51,Norway,Stokksund,Norway
2019,8211904,NORTHWEST SEARCHER,Other,4348,,1983,36,Panama,Esbjerg,Denmark
2019,8765266,EIRIK RAUDE,Other,36898,53393,2003,16,Bahamas,Aliaga,Turkey
2019,8915782,MUNIN EXPLORER,Other,2387,1405,1990,29,Cyprus,Esbjerg,Denmark
2019,9141455,RAMFORM CHALLENGER,Other,9209,,1996,23,Bahamas,Aliaga,Turkey
2019,7818121,SVEABULK,Other,1016,,1979,40,Norway,Stokksund,Norway
2019,9152507,ALEXITA,Tanker,77440,23780,1998,21,Panama,Alang,India
2019,8211899,ANDAL,Ro-Ro/Vehicle Carrier,1132,1114,1983,36,Norway,Stokksund,Norway
2019,4902505,MOAWIN,Tanker,12451,7009,1964,55,Pakistan,Gadani,Pakistan
2019,8813594,BALTIC PRINCE,Reefer,10394,6245,1990,29,St Vincent & The Grenadines,Chittagong,Bangladesh
2019,7402922,SKY,Other,10848,8037,1977,42,Comoros,Chittagong,Bangladesh
2019,8206624,NAVIMAX 1,Tanker,2680,1963,1984,35,Peru,Unknown,Unknown
2019,9117662,CNP ILO,Container Ship,11987,5643,1995,24,Peru,Alang,India
2019,9144160,CNP PAITA,Container Ship,16801,7788,1998,21,Peru,Alang,India
2019,9007087,MAREGAS,Tanker,4200,2457,1991,28,Panama,Chittagong,Bangladesh
2019,9141948,WEST OCEAN 21,Other,3593,2769,1996,23,Philippines,Chittagong,Bangladesh
2019,7633583,WEST OCEAN 5,Other,3299,1956,1979,40,Philippines,Chittagong,Bangladesh
2019,7817945,WEST OCEAN 91,Offshore/Supply Vessel,1449,1470,1979,40,Philippines,Chittagong,Bangladesh
2019,9187497,RORA,Tanker,16454,7645,2000,19,Palau,Alang,India
2019,7614707,GYPSUMCO,Other,1991,1148,1977,42,Tanzania (Zanzibar),Gadani,Pakistan
2019,7422180,SNOW WHITE,Other,2791,,1975,44,Togo,Aliaga,Turkey
2019,8767630,GLORIA,Other,8763,,1976,43,Romania,Unknown,Romania
2019,7384285,GEROY,Other,4120,2736,1975,44,Russia,Chittagong,Bangladesh
2019,8834249,SHUN AN,Tanker,7620,4999,1989,30,Sierra Leone,Chittagong,Bangladesh
2019,8711277,ABAKAN,Other,7095,4389,1990,29,Russia,Chittagong,Bangladesh
2019,7941198,KAPITAN KREMS,Container Ship,5333,4300,1980,39,Russia,Chittagong,Bangladesh
2019,8711291,SINEGORSK,Other,7095,4389,1991,28,Russia,Chittagong,Bangladesh
2019,7310973,DANA 1,Other,1494,1015,1973,46,Moldova,Aliaga,Turkey
2019,7521120,ALEXANDER K,Offshore/Supply Vessel,518,640,1976,43,Dominica,Klaipeda,Lithuania
2019,7614599,SOLIDAT,Other,1590,1045,1978,41,Russia,Aliaga,Turkey
2019,8423612,LIMANSKIY,Reefer,2418,1666,1985,34,Russia,Chittagong,Bangladesh
2019,8814378,ALTERSHIP,Other,3466,2089,1991,28,Russia,Murmansk,Russia
2019,8131934,CHARM,Bulk Carrier,14141,8088,1981,38,Palau,Chittagong,Bangladesh
2019,7721225,ELITE,Bulk Carrier,16257,8476,1978,41,Palau,Chittagong,Bangladesh
2019,8225527,AERONAVT,Fishing Vessel,4014,3268,1982,37,Russia,Nakhodka,Russia
2019,8935990,BOGATYR-2,Other,1982,2152,1974,45,Russia,Kozmino,Russia
2019,7922817,TSEZAR,Tanker,2597,1862,1980,39,Togo,Chittagong,Bangladesh
2019,7820758,EAST,Tanker,938,938,1978,41,Russia,Nakhodka,Russia
2019,7923665,VOSTOK,Tanker,5082,3228,1981,38,Palau,Chittagong,Bangladesh
2019,8904393,MEKHANIK SEMAKOV,Other,2489,1556,1991,28,Russia,Aliaga,Turkey
