VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,OWNERSHIP,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DESTINATION,Unnamed: 13,Unnamed: 14
Mona Linden,9201736,Bulk Carrier,84504,2000,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Daystar Shipping Corporation ,Panama,2016-02-12 00:00:00,Alang,India,2016-02-26 00:00:00
Rubin Oak,9146948,Bulk Carrier,40619,1997,Panama,Mitsui O.S.K. Lines Limited (MOL) ,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Juliet Shipping Corporation (85%) & Tsukiboshi Shipping Corporation S.A. (15%) ,Panama,2016-01-09 00:00:00,Alang,India,2016-02-07 00:00:00
Sapphire Ace,9051806,Vehicle Carrier,45796,1993,Panama,Mitsui O.S.K. Lines Limited (MOL)  ,Japan,MOL Auto Logistics (India) Private Limited  ,Polar Express S.A.  ,Panama,2016-07-19 00:00:00,Alang,India,2016-08-03 00:00:00
Sanshu Maru,8919996,Bulk Carrier,55130,1991,Panama,Nippon Yusen Kabushiki Kaisha (NYK) ,Japan,Nippon Yusen Kabushiki Kaisha (NYK) ,Teak Shipholding S.A. ,Panama,2016-01-15 00:00:00,Alang,India,2016-02-11 00:00:00
Onga,9206372,Bulk Ore Carrier,113887,2001,Panama,Nippon Yusen Kabushiki Kaisha (NYK) ,Japan,Nippon Yusen Kabushiki Kaisha (NYK) ,Oriental Marine Shipping Incorporated ,Panama,2016-05-04 00:00:00,Jiangyin,China,2016-05-11 00:00:00
Shin Ondo ,9138874,Bulk Carrier,77065,1996,Panama,Nippon Yusen Kabushiki Kaisha (NYK)  ,Japan,Hachiuma Steamship Company Limited  ,Frontier Maritime Shipping II S.A. & Tsukiboshi Shipping Corporation S.A.  ,Panama,2016-05-11 00:00:00,Alang,India,2016-06-04 00:00:00
Morning Melody,8708907,Vehicle Carrier,47068,1988,Panama,Shoei Kisen Kaisha Limited ,Japan,Shoei Kisen Kaisha Limited ,Jek Navigation (Panama) S.A. ,Panama,2016-01-23 00:00:00,Alang,India,2016-02-09 00:00:00
Cape Century ,9253088,Bulk Carrier,87413,2001,Singapore,Kumiai Senpaku Company Limited  ,Japan,Kumiai Senpaku Company Limited  ,Kumiai Navigation Private Limited  ,Singapore,2016-03-17 00:00:00,Chittagong,Bangladesh,2016-04-19 00:00:00
Advantage,9245005,Fully Cellular Containership,66332,2001,St. Kitts-Nevis,Shoei Kisen Kaisha Limited ,Japan,Shoei Kisen Kaisha Limited ,Cypress Maritime (Panama) S.A. ,Panama,2016-02-25 00:00:00,Alang,India,2016-03-28 00:00:00
Mi Yang 7,8303214,General Cargo With Container Capacity,3249,1983,Korea (North),"Korea,Government of the Democratic People's Republic of ",Korea (North),Korea Miyang Shipping Company Limited ,Dongcheng Shipping Limited ,Korea (North),2016-05-27 00:00:00,Jiangyin,China,2016-05-24 00:00:00
II Sim,7633416,General Cargo With Container Capacity,1596,1977,Korea (North),"Korea,Government of the Democratic People's Republic of ",Korea (North),Korea Kangsong General Trading Corporation ,Korea Kangsong General Trading Corporation ,Korea (North),2016-04-28 00:00:00,Jingjiang,China,2016-04-22 00:00:00
Ocean,9064889,Bulk Carrier,110489,1994,Comoros,Pan Ocean Company Limited ,Korea (South),Pan Ocean Company Limited ,Pan Ocean Company Limited ,Korea (South),2016-10-13 00:00:00,Chittagong,Bangladesh,2016-11-16 00:00:00
C. Iris,9135365,Bulk Carrier,38194,1996,Korea (South),Chang Myung Shipping Company Limited ,Korea (South),Chang Myung Shipping Company Limited ,Chang Myung Shipping Company Limited ,Korea (South),2016-08-25 00:00:00,Chittagong,Bangladesh,2016-10-15 00:00:00
C. March,9102227,Bulk Carrier  ,77255,1995,Korea (South),Chang Myung Shipping Company Limited ,Korea (South),Chang Myung Shipping Company Limited ,Chang Myung Shipping Company Limited ,Korea (South),2016-11-10 00:00:00,Gadani,Pakistan,2016-11-29 00:00:00
C. Polaris,9074509,Bulk Carrier,77211,1995,Korea (South),Chang Myung Shipping Company Limited  ,Korea (South),Chang Myung Shipping Company Limited  ,Chang Myung Shipping Company Limited  ,Korea (South),2016-05-19 00:00:00,Chittagong,Bangladesh,2016-06-08 00:00:00
C. Queen,9040857,Bulk Carrier,77697,1994,Korea (South),Chang Myung Shipping Company Limited  ,Korea (South),Chang Myung Shipping Company Limited  ,Chang Myung Shipping Company Limited  ,Korea (South),2016-06-18 00:00:00,Chittagong,Bangladesh,2016-07-20 00:00:00
Lime Bell,8415275,General Cargo,9628,1984,Korea (South),Dong Won Shipping Company Limited ,Korea (South),Dong Won Shipping Company Limited ,Dong Won Shipping Company Limited ,Korea (South),2016-11-02 00:00:00,Busan,Korea (South),2016-11-06 00:00:00
Morning Marvel,8602775,Vehicle Carrier,47654,1987,Korea (South),EUKOR Car Carriers Incorporated ,Korea (South),EUKOR Car Carriers Incorporated ,EUKOR Car Carriers Incorporated ,Korea (South),2016-01-10 00:00:00,Aliaga,Turkey,2016-01-19 00:00:00
C. Young,8715314,Bulk Carrier,36550,1988,Korea (South),First Shipping Company Limited ,Korea (South),First Shipping Company Limited ,Twin Star Line Incorporated ,Panama,2016-01-07 00:00:00,Chittagong,Bangladesh,2016-01-13 00:00:00
POS Bravery,9037721,Bulk Carrier,110593,1992,Korea (South),Hahn & Company  ,Korea (South),H-Line Shipping Company Limited  ,H-Line Shipping Company Limited  ,Korea (South),2016-06-12 00:00:00,Chittagong,Bangladesh,2016-07-12 00:00:00
POS Ambition,9037733,Bulk Carrier,75277,1992,Korea (South),Hahn & Company (77.8%) and Hanjin Shipping Company Limited (22.2%)  ,Korea (South),H-Line Shipping Company Limited  ,H-Line Shipping Company Limited  ,Korea (South),2016-03-11 00:00:00,Gadani,Pakistan,2016-04-14 00:00:00
Goodwill ,9037745,Bulk Carrier,75277,1992,Korea (South),Hahn & Company (77.8%) and Hanjin Shipping Company Limited (22.2%)  ,Korea (South),H-Line Shipping Company Limited  ,H-Line Shipping Company Limited  ,Korea (South),2016-04-07 00:00:00,Gadani,Pakistan,2016-05-05 00:00:00
Hanjin Marseilles,9015541,Fully Cellular Containership,51299,1993,Korea (South),Hanjin Shipping Company Limited ,Korea (South),Hanjin Shipping Company Limited ,Hanjin Shipping Company Limited ,Korea (South),2015-12-18 00:00:00,Alang,India,2016-01-11 00:00:00
Evelyn Hayne ,9136060,Bulk Carrier,38932,1997,Korea (South),Hayne Shipping Company Limited  ,Korea (South),Hayne Shipping Company Limited  ,Hayne Shipping Company Limited  ,Korea (South),2016-08-10 00:00:00,Chittagong,Bangladesh,2016-08-21 00:00:00
New Way 1 ,9129378,Bulk Carrier,18507,1997,Korea (South),Jinkang Shipping Company Limited ,Korea (South),Jinkang Shipping Company Limited ,Jinkang Shipping Company Limited ,Korea (South),2016-02-10 00:00:00,Alang,India,2016-02-21 00:00:00
KG Barito,9147899,Bulk Carrier,40483,1996,Korea (South),KG Maritime Company Limited ,Korea (South),KG Maritime Company Limited ,KG Maritime Company Limited ,Korea (South),2016-01-20 00:00:00,Alang,India,2016-02-11 00:00:00
GS Angel ,9085340,Bulk Carrier,63153,1995,Korea (South),Kingsway Shipping Company Limited  ,Korea (South),Kingsway Shipping Company Limited  ,Global Service Corporation  ,Korea (South),2016-05-14 00:00:00,Gadani,Pakistan,2016-06-08 00:00:00
Hanjin New Orleans,9079133,Bulk Carrier,37550,1994,Korea (South),Korea Asset Management Corporation ,Korea (South),Korea Asset Management Corporation ,Kamco No.3 Shipping Company S.A. ,Panama,2016-01-07 00:00:00,Gadani,Pakistan,2016-02-06 00:00:00
New Horizon,9048108,Bulk Carrier,25189,1992,Korea (South),Korea Line Corporation ,Korea (South),Kwangyang Marine Company Limited ,Kwangyang Marine Company Limited ,Korea (South),2016-09-30 00:00:00,Chittagong,Bangladesh,2016-10-02 00:00:00
Anemone,8821606,Bulk Carrier,77650,1990,Korea (South),Korea Line Corporation  ,Korea (South),Korea Line Corporation  ,Tiger United S.A.  ,Panama,2016-02-08 00:00:00,Gadani,Pakistan,2016-03-20 00:00:00
Delta Pride,9012381,Bulk Carrier,25189,1991,Korea (South),Korea Line Corporation  ,Korea (South),Kwangyang Marine Company Limited  ,Kwangyang Marine Company Limited  ,Korea (South),2016-08-11 00:00:00,Gadani,Pakistan,2016-08-30 00:00:00
Sa Ja Bong,8826046,General Cargo,7092,1980,Korea (South),"Korea,Government of the Democratic People's Republic of ",Korea (South),Kimchaek Fishery Station ,Kimchaek Fishery Station ,Korea (South),2016-11-10 00:00:00,Jiangyin,China,2016-11-18 00:00:00
GNS Donghae,8807193,Bulk Carrier,35351,1990,Korea (South),SW Shipping Company Limited ,Korea (South),SW Shipping Company Limited ,GNS Seoul Company Limited ,Korea (South),2015-12-18 00:00:00,Chittagong,Bangladesh,2016-01-11 00:00:00
Wooyang Clover,9033830,General Cargo,2120,1991,Korea (South),Woo Yang Shipping Company Limited ,Korea (South),Woo Yang Shipping Company Limited ,Woo Yang Shipping Company Limited ,Korea (South),2016-05-10 00:00:00,Jiangyin,China,2016-05-17 00:00:00
Oceanus,8811754,Liquid Petroleum Gas Carrier,3219,1989,Korea (South),Youngsan Marine Company Limited ,Korea (South),Youngsan Marine Company Limited ,Youngsan Marine Company Limited ,Korea (South),2015-12-15 00:00:00,Chittagong,Bangladesh,2016-01-05 00:00:00
C. Oasis ,9122784,Bulk Carrier,85721,1996,Panama,Chang Myung Shipping Company Limited  ,Korea (South),Chang Myung Shipping Company Limited  ,GMF Great Ocean Shipping Company S.A.  ,Panama,2016-04-07 00:00:00,Gadani,Pakistan,2016-04-22 00:00:00
C. Triumph ,9169225,Bulk Carrier,88385,1999,Panama,Chang Myung Shipping Company Limited  ,Korea (South),Chang Myung Shipping Company Limited  ,Crystal P.S.A.  ,Panama,2016-04-07 00:00:00,Gadani,Pakistan,2016-04-22 00:00:00
Dr Ace,8506749,Vehicle Carrier,48547,1986,Panama,Doriko Limited ,Korea (South),Doriko Limited ,DR Line S.A. ,Panama,2016-11-02 00:00:00,Chittagong,Bangladesh,2016-11-23 00:00:00
Blue Mont Blanc,9156589,Bulk Carrier,38477,1998,Panama,Golden Bridge Asset Management Company Limited  ,Korea (South),Golden Bridge Financial Group  ,Blue Marine 1 Corporation ,Panama,2016-03-31 00:00:00,Chittagong,Bangladesh,2016-04-10 00:00:00
Collonges,9032551,Bulk Carrier,77214,1993,Panama,Hanaro Shipping Company Limited ,Korea (South),Hanaro Shipping Company Limited ,HR Primus S.A. ,Panama,2015-12-23 00:00:00,Chittagong,Bangladesh,2016-01-31 00:00:00
Prime,9135509,General Cargo With Container Capacity,15737,1996,Panama,Kings Ocean Shipping Company Limited  ,Korea (South),Kings Ocean Shipping Company Limited  ,Optimus Prime Shipping S.A.  ,Panama,2016-04-14 00:00:00,Gadani,Pakistan,2016-05-05 00:00:00
K. Cosmos,9000895,Bulk Ore Carrier,138694,1992,Panama,Korea Line Corporation  ,Korea (South),Kwangyang Marine Company Limited  ,K. Cosmos Maritime S.A.  ,Panama,2016-04-14 00:00:00,Chittagong,Bangladesh,2016-06-03 00:00:00
New Fantasy,9110999,Bulk Carrier,27116,1996,Panama,Pan Ocean Company Limited  ,Korea (South),Pan Ocean Company Limited  ,Pos Maritime LX S.A.  ,Panama,2016-05-02 00:00:00,Chittagong,Bangladesh,2016-06-14 00:00:00
New Giant,9111008,Bulk Carrier,27116,1996,Panama,Pan Ocean Company Limited  ,Korea (South),Pan Ocean Company Limited  ,Pos Maritime MX S.A.  ,Panama,2016-05-02 00:00:00,Chittagong,Bangladesh,2016-07-14 00:00:00
K No. 9,7926045,General Cargo ,11748,1981,Panama,Shin Heung Shipping Company Limited ,Korea (South),Chang Duck Shipping Company Limited ,Santo Shipping S.A. ,Panama,2016-02-11 00:00:00,Chittagong,Bangladesh,2016-03-07 00:00:00
K No. 8,8025111,General Cargo ,9112,1981,Panama,Shin Heung Shipping Company Limited ,Korea (South),Chang Duck Shipping Company Limited ,Santo Shipping S.A. ,Panama,2016-02-11 00:00:00,Chittagong,Bangladesh,2016-03-12 00:00:00
K No. 7,8410809,General Cargo,7772,1984,Panama,Shin Heung Shipping Company Limited  ,Korea (South),Chang Duck Shipping Company Limited  ,Santo Shipping S.A.  ,Panama,2016-03-25 00:00:00,Chittagong,Bangladesh,2016-04-10 00:00:00
Aquaria,9071832,Bulk Carrier,38513,1994,Tuvalu,Gulf Maritime Ship Management Company ,Kuwait,Gulf Maritime Shipbrokers & Consultants Company WLL ,Gulf Rocks Company ,Qatar,2016-03-03 00:00:00,Alang,India,2016-03-24 00:00:00
True Brothers,8316522,Bulk Carrier With Container Capacity,17821,1985,Belize,GMZ Ship Management Company S.A.  ,Lebanon,GMZ Ship Management Company S.A.  ,January Marine Incorporated  ,Liberia,2016-07-16 00:00:00,Alang,India,2016-08-03 00:00:00
ABM Navigator,8400971,Bulk Carrier,25169,1987,Belize,Mallah group of companies ,Lebanon,Mallah group of companies ,Navigator Enterprises SA ,Marshall Islands,2015-07-16 00:00:00,Gadani,Pakistan,2016-01-15 00:00:00
Jumana,8915720,Bulk Carrier,23275,1991,Belize,Mallah group of companies ,Lebanon,Mallah group of companies ,Trader Enterprises S.A. ,Marshall Islands,2016-12-18 00:00:00,Gadani,Pakistan,2016-12-28 00:00:00
Arwad Tower ,8406925,Bulk Carrier,16775,1985,Belize,Reem Maritime Limited  ,Lebanon,Reem Maritime Limited  ,White Tower Shipping Company  ,Marshall Islands,2016-05-05 00:00:00,Gadani,Pakistan,2016-05-20 00:00:00
Meray Alamar,8812631,Bulk Carrier,17126,1989,Belize,Toumeh Family group of Companies  ,Lebanon,Eastern Star Shipping Company Limited (Muhieddine Shipping Company)  ,Michigan Shipping Limited  ,Marshall Islands,2016-06-10 00:00:00,Alang,India,2016-06-24 00:00:00
Voyager K.,8507535,Bulk Carrier,15832,1985,Cambodia,Trans Marine Company Limited ,Lebanon,Trans Marine Company Limited ,Voyager Ship Management & Company S.A. ,Cambodia,2016-01-02 00:00:00,Alang,India,2016-01-18 00:00:00
Flora,8507339,Bulk Carrier,11833,1985,Comoros,Zahra Maritime Services Company ,Lebanon,Zahra Maritime Services Company ,Polaris Shipping Limited Incorporated ,Tanzania,2016-03-03 00:00:00,Alang,India,2016-03-25 00:00:00
Lady Nour,8002822,General Cargo With Container Capacity,5941,1984,Panama,Mamari Shipping Company ,Lebanon,Mamari Shipping Company ,Nour Shipping Limited ,Panama,2016-10-06 00:00:00,Aliaga,Turkey,2016-10-12 00:00:00
Camelia,7638947,General Cargo With Container Capacity,4075,1977,Togo,Bisso & Ostah Shipping Company ,Lebanon,Bisso & Ostah Shipping Company ,Camelia Shipping S.A. ,Togo,2016-10-13 00:00:00,Alang,India,2016-10-21 00:00:00
Marina,7214234,General Cargo With Container Capacity,2756,1972,Togo,Elbeco Marine SAL ,Lebanon,Elbeco Marine SAL  ,Marina Shipping S.A.  ,Togo,2016-06-08 00:00:00,Aliaga,Turkey,2016-06-08 00:00:00
Rasha D,8322179,General Cargo With Container Capacity,2692,1984,Togo,ISM Group Incorporated ,Lebanon,ISM Group Incorporated ,Spanish Star Navigation S.A. ,Belize,2016-12-26 00:00:00,Aliaga,Turkey,2016-12-30 00:00:00
Dream True,8126824,General Cargo With Container Capacity,8384,1983,Togo,Rayah Maritime Services Group  ,Lebanon,Rayah Maritime Services Group  ,Dreams True S.A.  ,Panama,2016-08-05 00:00:00,Alang,India,2016-08-30 00:00:00
Omega Livestock,6401218,Livesstock,1556,1964,Togo,Union Commercial Company SARL ,Lebanon,Union Commercial Company SARL ,Omega Shipping Company SA ,Honduras,2016-09-10 00:00:00,Aliaga,Turkey,2016-09-19 00:00:00
Crown H.,8515843,Bluk Carrier,16080,1986,Unknown,Unifleet Management Company S.A. ,Lebanon,Unifleet Management Company S.A. ,Green Island H. S.A. ,Panama,2016-10-20 00:00:00,Gadani,Pakistan,2016-11-10 00:00:00
Laguna,6721113,General Cargo,616,1967,Togo,Laguna Maretime Service UAB  ,Lithuania,Laguna Maretime Service UAB  ,Laguna Maretime Service UAB  ,Lithuania,2016-06-10 00:00:00,Aliaga,Turkey,2016-06-18 00:00:00
Federal Kasser,8321929,Bulk Carrier,17815,1985,Belize,Old Stone Shipmanagement Limited  ,Lybia,Old Stone Shipmanagement Limited  ,Old Stone Limited  ,Belize,2016-06-23 00:00:00,Alang,India,2016-07-03 00:00:00
Hawk,7725336,Crane Ship,3860,1978,Palau,Bumi Armada Berhad ,Malaysia,Bumi Armada Navigation Sendirian Berhad ,Bumi Armada Offshore Contractors Limited ,Marshall Islands,2016-08-18 00:00:00,Alang,India,2016-10-25 00:00:00
Emerald,9143867,General Cargo With Container Capacity,8892,1997,St. Kitts-Nevis,Hubline Berhad  ,Malaysia,Hub Shipping Sendirian Berhad  ,Platinum Emerald Company Limited  ,St. Kitts-Nevis,2016-06-02 00:00:00,Alang,India,2016-06-07 00:00:00
Rob Hew,8763256,Barge,6012,1982,St. Kitts-Nevis,SapuraKencana Petroleum Berhad  ,Malaysia,SapuraKencana Drilling Private Limited  ,SapuraKencana Drilling Private Limited  ,Singapore,2016-06-02 00:00:00,Chittagong,Bangladesh,2016-07-13 00:00:00
MOL Express,9251391,Fully Cellular Containership,53822,2003,Hong Kong,Greater China Intermodal Investments LLC  ,Marshall Islands,Greater China Intermodal Investments LLC  ,GC Intermodal VIII Limited  ,Hong Kong,2016-09-02 00:00:00,Alang,India,2016-09-15 00:00:00
Seaspan Expeditor,9251389,Fully Cellular Containership,53822,2003,Hong Kong,Greater China Intermodal Investments LLC  ,Marshall Islands,Greater China Intermodal Investments LLC  ,GC Intermodal VII Limited ,Hong Kong,2016-09-01 00:00:00,Alang,India,2016-09-16 00:00:00
Angas,8203232,Liquefied Petroleum Gas Carrier,2169,1983,St. Kitts-Nevis ,Subsahara Infrastructure Synergy Limited ,Mauritius,Subsahara Infrastructure Synergy Limited ,Enegas Power Limited ,Nigeria,2016-07-16 00:00:00,Aliaga,Turkey,2016-07-26 00:00:00
Nuevo Pemex IV,8308240,Product Tanker,26309,1989,Mexico,Government of Mexico ,Mexico,Petroleos Mexicanos Gerencia de Transportacion Maritimos (Pemex) ,Petroleos Mexicanos Gerencia de Transportacion Maritimos (Pemex) ,Mexico,2015-11-30 00:00:00,Veracruz,Mexico,2016-02-20 00:00:00
Drin,9108312,Bulk Carrier,38580,1996,Bahamas,Gestion Maritime S.A.M. ,Monaco,Gestion Maritime S.A.M. ,Chelsea Shipping Company Limited ,Liberia,2016-01-15 00:00:00,Chittagong,Bangladesh,2016-01-29 00:00:00
Coniston,9015759,Liquid Petroleum Gas Carrier,3847,19991,Bahamas,Petredec Limited ,Monaco,Petredec Services (Asia) Private Limited  ,Coniston Shipping Limited  ,Bahamas,2016-03-11 00:00:00,Chittagong,Bangladesh,2016-04-16 00:00:00
Newforest,9114206,Bulk Carrier,93629,1996,Bermuda,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,High Seas Ventures Limited ,British Virgin Islands,2016-02-05 00:00:00,Chittagong,Bangladesh,2016-02-29 00:00:00
Quorn,9119141,Bulk Carrier,92194,1996,Bermuda,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Ocean Blue Tide Limited ,British Virgin Islands,2016-03-03 00:00:00,Chittagong,Bangladesh,2016-03-26 00:00:00
Meynell,9112088,Bulk Carrier,93629,1997,Bermuda,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Blue Horizon Carriers S.A.,British Virgin Islands,2016-01-29 00:00:00,Gadani,Pakistan,2016-02-11 00:00:00
Snowdon,9112313,Bulk Carrier,85848,1998,Bermuda,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Topeka Navigation S.A. ,British Virgin Islands,2016-10-13 00:00:00,Gadani,Pakistan,2016-10-26 00:00:00
Brother Glory,9143489,Bulk Carrier,27105,1998,Liberia,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited  ,Aldine Shipping No.2 Limited  ,Liberia,2016-05-15 00:00:00,Chittagong,Bangladesh,2016-05-29 00:00:00
Wugang Asia,9008691,Bulk Ore Carrier,152020,1992,Liberia,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Lambar Maritime (No.2) Incorporated ,Liberia,2016-01-27 00:00:00,Chittagong,Bangladesh,2016-01-29 00:00:00
Wugang Orient,9002685,Bulk Ore Carrier,146548,1991,Liberia,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Powys Shipping S.A. ,Liberia,2016-02-18 00:00:00,Chittagong,Bangladesh,2016-03-31 00:00:00
Zambia,9168324,Fully Cellular Containership,76847,1998,Liberia,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited  ,Strachur Shipping Limited  ,Liberia,2016-03-11 00:00:00,Chittagong,Bangladesh,2016-05-03 00:00:00
Swaziland,9152284,Fully Cellular Containership,76847,1998,Liberia,Zodiac Group Monaco  ,Monaco,Zodiac Maritime Limited  ,Shian Shipping Limited  ,Liberia,2016-03-29 00:00:00,Chittagong,Bangladesh,2016-04-18 00:00:00
Atlantic,9135676,Bulk Carrier,39017,1996,Marshall Islands,Transocean Maritime Agencies S.A.M. ,Monaco,Transocean Maritime Agencies S.A.M. ,Lasal Enterprises S.A. ,Marshall Islands,2015-12-29 00:00:00,Gadani,Pakistan,2016-02-12 00:00:00
Rutland,9112301,Bulk Carrier,85848,1997,Singapore,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Latoma Shipping Private Limited ,Singapore,2016-01-22 00:00:00,Chittagong,Bangladesh,2016-02-07 00:00:00
Cape Falcon,9035591,Bulk Carrier,81589,1993,United Kingdom,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Lenoir Maritime Limited ,Liberia,2016-11-10 00:00:00,Gadani,Pakistan,2016-11-26 00:00:00
YM Kaohsiung,9143166,Fully Cellular Containership,40068,1998,United Kingdom,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Ritton Maritime Incorporated ,British Virgin Islands,2016-02-08 00:00:00,Alang,India,2016-02-24 00:00:00
Mistral Express,7915101,Passenger Ro/Ro,20220,1981,Morocco,Compagnie Maritime Maroco-Norvegienne (COMARIT)  ,Morocco,Compagnie Marocaine de Navigation Ferry (COMANAV)  ,Compagnie Marocaine de Navigation Ferry (COMANAV)  ,Morocco,2016-06-20 00:00:00,Aliaga,Turkey,2016-06-27 00:00:00
VOS Ocean,8216473,Supply,750,1983,Barbados,Vroon B.V.  ,Netherlands,Vroon Offshore Services (VOS) B.V.  ,Nomis Shipping Limited  ,United Kingdom,2016-06-02 00:00:00,Ghent,Belgium,2016-06-05 00:00:00
Stolt Sapphire,8309531,Combined Chemical And Oil Tanker,23964,1985,Liberia,NYK and Stolt Tankers BV (Joint Venture) ,Netherlands,NYK Stolt Tankers S.A. ,NYK Stolt Tankers S.A. ,Panama,2016-01-23 00:00:00,Alang,India,2016-02-08 00:00:00
VOS Westwind ,7611470,Research,871,1977,Liberia,Vroon B.V.  ,Netherlands,Vroon Offshore Services (VOS) B.V.  ,Nomis Shipping Limited  ,United Kingdom,2016-05-02 00:00:00,Grenaa,Denmark,2016-05-08 00:00:00
Nova Cura,9166479,General Cargo With Container Capacity,3999,1999,Netherlands,Nova Sea Transport ,Netherlands,Nova Sea Transport ,Nova Sea Transport ,Netherlands,2016-10-10 00:00:00,Aliaga,Turkey,2016-10-19 00:00:00
Beachway,7111808,Trailing Suction Hopper Dredger,3221,1971,Panama,Royal Boskalis Westminster N.V. ,Netherlands,Baggermaatschappij Boskalis B.V. ,Baggermaatschappij Boskalis B.V. ,Netherlands,2016-10-02 00:00:00,Ghent,Belgium,2016-10-15 00:00:00
