VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,Unnamed: 6,NAME CHANGE,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Jaohar Aminah,8606264,General Cargo With Container Capacity,6500,1986,Cook Islands,Malta,,Vittorio Bogazzi & Figli S.p.A. ,Italy,Vittorio Bogazzi & Figli S.p.A. ,Vittorio Bogazzi & Figli S.p.A. ,Italy,Alang,India,2017-03-01 00:00:00,,
Bsle Nina,9109108,General Cargo,5799,1995,Panama,,Atlant Trina,Vittorio Bogazzi & Figli S.p.A. ,Italy,BNavi Ship Management Srl,Bogazzi & Figli SpA,Italy,Alang,India,2017-07-01 00:00:00,,
Irisiana,8914178,Tanker,2559,1991,Panama,,Sagitta J,Fuji Shipping Co Ltd,Japan,Fuji Marine Ltd,Belleowin Maritima SA,Panama,Alang,India,2017-07-01 00:00:00,,
African Highway,8100985,Vehicle Carrier,23850,1982,Panama,,,Kawasaki Kisen Kaisha Limited ('K' Line) ,Japan,Taiyo Nippon Kisen Company Limited ,Shenandoah Maritime S.A. ,Panama,Aliaga,Turkey,2017-01-01 00:00:00,,
Emden,8602828,Vehicle Carrier,38062,1987,Panama,,,Kawasaki Kisen Kaisha Limited ('K' Line) ,Japan,Taiyo Nippon Kisen Company Limited ,Canopus Maritime Company Limited ,Liberia,Aliaga,Turkey,2017-01-01 00:00:00,,
No. 8 Kokamaru,9100516,Tanker,2283,1994,Panama,,,Kokuka Sangyo Co Ltd,Japan,Kokuka Sangyo Co Ltd,KSK Panama Corp,Panama,Jiangyin,China,2017-09-01 00:00:00,,
Taio Cosmos,8705993,Wood-Chip Carrier,35582,1988,Liberia,,,Misuga Kaiun Co Ltd,Japan,Misuga Kaiun Co Ltd,Misuga SA,Panama,Chittagong,Bangladesh,2017-07-01 00:00:00,,
Harmony Ace,9047996,Vehicle Carrier,47519,1992,Panama,,,Mitsui OSK Lines Ltd,Japan,MOL Auto Logistics (India) Private Limited ,Trident Car Transport S.A. ,Panama,Alang,India,2017-04-01 00:00:00,,
Camellia Ace,9103180,Vehicle Carrier,55336,1994,Liberia,,,Mitsui OSK Lines Ltd,Japan,MOL Auto Logistics (India) Private Limited ,Keystone Navigation S.A. ,Panama,Alang,India,2017-06-01 00:00:00,,
Maple Ace II,9014808,Vehicle Carrier,38349,1992,Liberia,,,Mitsui OSK Lines Ltd,Japan,International Fleet Management Limited ,Maple Car Transport Corporation ,Liberia,Alang,India,2017-06-01 00:00:00,,
Ace,8712324,Vehicle Carrier,55423,1988,Comoros,Panama,Queen Ace,Mitsui OSK Lines Ltd,Japan,Mitsui O.S.K. Lines Limited (MOL) ,Tiger Gate Holding SA ,Liberia,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Miraflores,9185061,Wood-Chip Carrier,39695,1999,Panama,,,Mitsui OSK Lines Ltd,Japan,Mitsui OSK Lines Ltd,Cygnet Bulk Carriers SA,Panama,Alang,India,2017-07-01 00:00:00,,
Planet Ace,9014810,Vehicles Carrier,38349,1992,Panama,,,Mitsui OSK Lines Ltd,Japan,Euro Marine Carrier BV,Planet Express SA,Panama,Alang,India,2017-10-01 00:00:00,,
Man,8905373,Roro Cargo/Ferry,6322,1989,Palau,Panama,,Niigata International Shipping,Japan,Seo Dong Maritime Co Ltd,Seo Dong Maritime Co Ltd,Korea (South),Chittagong,Bangladesh,2017-10-01 00:00:00,,
Chihiro,9128178,Bulk Carrier,85849,1997,Panama,,,Nippon Yusen Kabushiki Kaisha (NYK) ,Japan,Nippon Yusen Kabushiki Kaisha (NYK) ,Frontier Maritime Shipping S.A. ,Panama,Jiangyin,China,2017-02-01 00:00:00,,
Aru,9085687,Bulk Carrier,38606,1994,Japan,,Asahi Maru,Nippon Yusen Kabushiki Kaisha (NYK) ,Japan,Asahi Shipping Company Limited (Asahi Kaiun K.K.) ,Asahi Shipping Company Limited (Asahi Kaiun K.K.) ,Japan,Alang,India,2017-04-01 00:00:00,,
Kai,9014042,Tug/Supply Ship (O.R.S.V.),1859,1991,Comoros,Japan,,Offshore Operation Co Ltd,Japan,Offshore Operation Co Ltd,Offshore Operation Co Ltd,Japan,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Bridge,9230309,Fully Cellular Containership,68687,2002,Palau,Panama,Tsing Ma Bridge,Osaka Asahi Kaiun Company Limited ,Japan,Osaka Asahi Kaiun Company Limited ,Oa Nav. S.A. ,Panama,Alang,India,2017-06-01 00:00:00,,
Pyxis,8514083,Vehicle Carrier,43425,1986,Panama,,,Toyofuji Shipping Company Limited ,Japan,Toyofuji Shipping Company Limited ,Feng Li Maritime Corporation & Star Bulk Carrier Company S.A. ,Panama,Jiangyin,China,2017-04-01 00:00:00,,
Nada Y,7505190,Bulk Carrier,9647,1981,Sierra Leone,,,JLS Marine Company ,Jordan,JLS Marine Company ,Qaraman Trading Company ,Jordan,Gadani,Pakistan,2017-03-01 00:00:00,,
Saehan Sulphur,9003627,Chemical Tanker,1340,1990,Korea (South),,,C&Shipping Company Limited ,Korea (South),C&Shipping Company Limited ,Ocean Rex Korea Company Limited ,Korea (South),Jiangyin,China,2017-01-01 00:00:00,,
High,8606068,Bulk Carrier,23312,1986,Palau,Korea (South),Highny,CS Marine Co Ltd,Korea (South),J-Ship Management Co Ltd,CS Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2017-07-01 00:00:00,,
Hunter,7926318,Museum,14627,1983,Bahamas,,,Daewoo Shipbuilding & Marine Engineers,Korea (South),Unknown owners,Unknown owners,Unknown,Alang,India,2017-10-01 00:00:00,,
Smile,8408698,General Cargo With Container Capacity,3255,1984,Togo,,,Dongjin Shipping Company Limited ,Korea (South),Dongjin Shipping Company Limited ,Linton Consulting Limited ,Belize,Jiangyin,China,2017-02-01 00:00:00,,
Gmt Polaris,8709119,Vehicle Carrier,31367,1987,Panama,,,Doriko Limited ,Korea (South),Doriko Limited ,Link Ocean Shipping S.A. ,Panama,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Frontier,9039157,Bulk Carrier,76925,1992,Korea (South),,,Hahn & Company ,Korea (South),H-Line Shipping Company Limited ,H-Line Shipping Company Limited ,Korea (South),Gadani,Pakistan,2017-05-01 00:00:00,,
Pos Challenger,9039171,Bulk Carrier,75277,1992,Korea (South),,,Hahn & Company ,Korea (South),H-Line Shipping Company Limited ,H-Line Shipping Company Limited ,Korea (South),Chittagong,Bangladesh,2017-05-01 00:00:00,,
Gem,9131072,Bulk Carrier,42181,1997,Comoros,Korea (South),Keoyang Majesty,Hanjin Shipping Company Limited ,Korea (South),Hanjin Shipping Company Limited ,Hanjin Shipping Company Limited ,Korea (South),Alang,India,2017-01-01 00:00:00,,
Hanjin Rome,9161766,Fully Cellular Containership,65184,1998,Korea (South),,,Hanjin Shipping Company Limited ,Korea (South),Hanjin Shipping Company Limited ,Hanjin Shipping Company Limited ,Korea (South),Chittagong,Bangladesh,2017-03-01 00:00:00,,
Jin P.,9128128,Fully Cellular Containership,65643,1997,Korea (South),,,Hanjin Shipping Company Limited ,Korea (South),Hanjin Shipping Company Limited ,Hanjin Shipping Company Limited ,Korea (South),Chittagong,Bangladesh,2016-12-01 00:00:00,,
Anke,9131084,Wood-Chip Carrier,43181,1997,Palau,Korea (South),Keoyang Noble,Hanjin Shipping Company Limited ,Korea (South),Hanjin Shipping Company Limited ,Hanjin Shipping Company Limited ,Korea (South),Gadani,Pakistan,2017-01-01 00:00:00,,
Jin L.,9128130,Fully Cellular Containership,51754,1997,Comoros,Korea (South),Hanjin Los Angeles,Hanjin Shipping Company Limited ,Korea (South),Hanjin Shipping Company Limited ,Hanjin Shipping Company Limited ,Korea (South),Chittagong,Bangladesh,2017-01-01 00:00:00,,
Star ,8800743,Passenger Ro/Ro,14991,1989,Comoros,Korea (South),C-K Star,Heung-A Shipping Company Limited ,Korea (South),Heung-A Shipping Company Limited ,Heung-A Shipping Company Limited ,Korea (South),Chittagong,Bangladesh,2017-05-01 00:00:00,,
Cadet,9054224,Bulk Carrier,76954,1993,Palau,Korea (South),HL Capetown,H-Line Shipping Co Ltd,Korea (South),H-Line Shipping Co Ltd,H-Line Shipping Co Ltd,Korea (South),Gadani,Pakistan,2017-09-01 00:00:00,,
Pearl Vi,8618152,Passenger/Roro Cargo/Ferry,19534,1988,Palau,Panama,Huadong Pearl Vi,Huadong Shipping Co Ltd,Korea (South),Rongcheng Huadong Ferry Co,Hua Dong International-HKG,Hong Kong,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Creed,9112260,Container Ship,64054,1996,Palau,Korea (South),Hyundai Freedom,Hyundai Corp,Korea (South),Hyundai Merchant Marine Co Ltd,Hyundai Merchant Marine Co Ltd,Korea (South),Gadani,Pakistan,2017-07-01 00:00:00,,
Highness,9128166,Container Ship,64054,1996,Panama,,,Hyundai Corp,Korea (South),Hyundai Merchant Marine Co Ltd,Wisdom Roth 41 Shipping SA,Panama,Gadani,Pakistan,2017-12-01 00:00:00,,
Goryo 4 Ho,6724919,Trailing Suction Hopper Dredger,5441,1967,Korea (South),,,Hyundai Engineering & Construction Company Limited ,Korea (South),Hyundai Engineering & Construction Company Limited ,Hyundai Engineering & Construction Company Limited ,Korea (South),Chittagong,Bangladesh,2017-05-01 00:00:00,,
Alexander Carl,9039169,Bulk Carrier,110627,1993,Korea (South),,,Hyundai Glovis Co Ltd,Korea (South),Hanjin Shipping Co Ltd-KRS,Hyundai Glovis Co Ltd,Korea (South),Gadani,Pakistan,2017-12-01 00:00:00,,
Jk Boryeong,8309206,Bulk Carrier,48844,1984,Korea (South),,Kt 8,JK Maritime Inc,Korea (South),JK Maritime Inc,JK Maritime Inc,Korea (South),Gadani,Pakistan,2017-07-01 00:00:00,,
Principal Pos,9033828,General Cargo,2134,1991,Korea (South),,,Keum Yang Shipping Company Limited ,Korea (South),Keum Yang Shipping Company Limited ,Keum Yang Shipping Company Limited ,Korea (South),Jiangyin,China,2017-02-01 00:00:00,,
Keum Yang Family,9044164,General Cargo,2479,1992,Korea (South),,,Keum Yang Shipping Company Limited ,Korea (South),Keum Yang Shipping Company Limited ,Keum Yang Shipping Company Limited ,Korea (South),Jiangyin,China,2017-02-01 00:00:00,,
Kg Ocean,9072197,Bulk Carrier,36074,1994,Korea (South),,,KG Maritime Company Limited ,Korea (South),KG Maritime Company Limited ,KG Maritime Company Limited ,Korea (South),Gadani,Pakistan,2017-02-01 00:00:00,,
General,9112284,Container Ship,64054,1996,Panama,,,Komarf,Korea (South),Offshore Recycling Fund Ltd,Offshore Recycling Fund Ltd,Liberia,Gadani,Pakistan,2017-09-01 00:00:00,,
Stellar Unicorn,9006734,Ore Carrier,156352,1993,Marshall Islands,,,Korea Ship Finance Co Ltd,Korea (South),Polaris Shipping Co Ltd-KRS,KSF 24 International SA,Marshall Islands,Gadani,Pakistan,2017-10-01 00:00:00,,
Hanaro Melody,9125798,Bulk Carrier,16405,1997,St Kitts & Nevis,Korea (South),,Nonghyup Logistics Service Incorporated ,Korea (South),Nonghyup Logistics Service Incorporated ,Nonghyup Logistics Service Incorporated ,Korea (South),Chittagong,Bangladesh,2017-05-01 00:00:00,,
Rainbow Joy,9108738,General Cargo,6213,1995,Korea (South),,,Ocean Eleven Shipping Corporation ,Korea (South),Ocean Eleven Shipping Corporation ,Ocean Eleven Shipping Corporation ,Korea (South),Alang,India,2017-02-01 00:00:00,,
Vision,8514239,Bulk Carrier,36600,1986,Panama,,,Pan Ocean Co Ltd,Korea (South),Korea Shipping Corp,Ambition Shipping SA,Panama,Gadani,Pakistan,2017-10-01 00:00:00,,
Stellar Cosmo,9007805,Ore Carrier,148740,1992,Korea (South),,Suzuka,Polaris Shipping Co Ltd-KRS,Korea (South),Polaris Shipping Co Ltd-KRS,Polaris Shipping Co Ltd-KRS,Korea (South),Gadani,Pakistan,2017-09-01 00:00:00,,
Suno,8906810,Liquefied Gas Tanker,44525,1991,St Kitts & Nevis,Korea (South),Sun Aries,ShippingBank Co Ltd,Korea (South),ShippingBank Co Ltd,TM Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2017-09-01 00:00:00,,
Silver Ocean,9050307,Bulk Carrier,74843,1994,Marshall Islands,,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Silver Ocean Maritime SA,Marshall Islands,Gadani,Pakistan,2017-10-01 00:00:00,,
Silver Express,9077355,Bulk Carrier,81273,1995,Korea (South),,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Gadani,Pakistan,2017-11-01 00:00:00,,
Pacific Cape,9173305,Tanker,61764,2000,Marshall Islands,,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Pacific Cape SA,Marshall Islands,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Pacific Singapore,9195315,Tanker,56249,1999,Marshall Islands,,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Mediterranean Silver SA,Marshall Islands,Alang,India,2017-12-01 00:00:00,,
Silver Voyager,9187576,Bulk Carrier,84482,1999,Panama,,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Atlantic Dragon SA,Panama,Gadani,Pakistan,2017-12-01 00:00:00,,
Plata Glory,9172674,Tanker,159423,1999,Marshall Islands,,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Plata Glory 2 SA,Marshall Islands,Unknown,Unknown,2017-12-01 00:00:00,,
Ocean Dream,8904757,General Cargo,1563,1989,Tanzania ,Korea (South),,SK Maritime,Korea (South),SK Maritime,Dooin Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2017-12-01 00:00:00,,
Seoul Gas,8619405,Liquefied Petroleum Gas Carrier,3894,1988,Korea (South),,,Smart Marine Company Limited ,Korea (South),Smart Marine Company Limited ,K Marine Company Limited ,Korea (South),Jiangyin,China,2017-03-01 00:00:00,,
Woo,9080649,Bulk Carrier,38637,1995,Comoros,Korea (South),,Woo Yang Shipping Co Ltd,Korea (South),Woo Yang Shipping Co Ltd,Woo Yang Shipping Co Ltd,Korea (South),Gadani,Pakistan,2017-11-01 00:00:00,,
Hadi,8619467,Tanker,75029,1989,St Kitts & Nevis,Kuwait,,Kuwait Petroleum Corp,Kuwait,Kuwait Petroleum Corp,Kuwait Oil Tanker Co SAK,Kuwait,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Grigory Shevtsov,9036985,Product Tanker,7659,1992,Belize,,,ls Ship Management SIA ,Latvia,ls Ship Management SIA ,ls Ship Management SIA ,Latvia,Riga ,Latvia,2017-06-01 00:00:00,,
Yong Chang,8709133,Vehicles Carrier,41353,1988,St Kitts & Nevis,Panama,City Of Antwerp/Kessie,Abou Merhi Lines SAL,Lebanon,Abou Merhi Lines SAL,Berytus Maritime Ltd,Liberia,Alang,India,2017-12-01 00:00:00,,
Med Star,7392531,Passenger Ro/Ro,1786,1976,Togo,,,Global Management & Trading,Lebanon,Global Management & Trading,Med Star Shipping Company SA ,Lebanon,Aliaga,Turkey,2017-03-01 00:00:00,,
Manassa,7366025,General Cargo,3681,1976,Togo,,,Global Management & Trading,Lebanon,Global Management & Trading,Al Masria Maritime Co SA,Honduras,Aliaga,Turkey,2017-08-01 00:00:00,,
Rubin S,9175585,General Cargo,4028,1998,Togo,,,Global Management & Trading,Lebanon,Global Management & Trading,Global Management & Trading,Lebanon,Alang,India,2017-11-01 00:00:00,,
Mercury M,8403894,General Cargo,4041,1984,Belize,,Floyd,GMZ Ship Management Co SA,Lebanon,GMZ Ship Management Co SA,Sea Hope Maritime Co,Marshall Islands,Alang,India,2017-07-01 00:00:00,,
Diamond Sea,8701947,Bulk Carrier,8907,1991,Togo,,,GMZ Ship Management Co SA,Lebanon,GMZ Ship Management Co SA,Eugenia Shipping Limited ,Marshall Islands,Alang,India,2017-04-01 00:00:00,,
Reconcile,8520226,Bulk Carrier,17264,1986,Togo,,,GMZ Ship Management Co SA,Lebanon,GMZ Ship Management Co SA,Reconcile Shipping Company S.A. ,Belize,Gadani,Pakistan,2017-05-01 00:00:00,,
Joudi,7321441,General Cargo ,1451,1973,Bolivia,,,GMZ Ship Management Co SA,Lebanon,GMZ Ship Management Co SA,Joudi Maritime Limited SA ,Honduras,Aliaga,Turkey,2017-05-01 00:00:00,,
Massa,9045637,General Cargo With Container Capacity,6432,2001,Togo,,,GMZ Ship Management Co SA,Lebanon,GMZ Ship Management Co SA,Massa Shipping S.A. ,Lebanon,Aliaga,Turkey,2017-04-01 00:00:00,,
Seagull K.,8323159,General Cargo,4908,1984,Tanzania,,,Island Navigators Management Company ,Lebanon,Island Navigators Management Company ,Sea Pride Maritime Company S.A. ,Tanzania,Alang,India,2017-04-01 00:00:00,,
Lamar,7638959,General Cargo,3885,1977,Tanzania,,,ISM Group Incorporated ,Lebanon,ISM Group Incorporated ,Jarina Maritime Company ,Marshall Islands,Alang,India,2017-01-01 00:00:00,,
Nour J. ,8200606,General Cargo,12472,1982,Belize,,,Mallah group of companies ,Lebanon,Mallah group of companies ,Best Trader International S.A. ,Marshall Islands,Gadani,Pakistan,2017-01-01 00:00:00,,
Prince Hani,7612838,General Cargo,3997,1976,Togo,,,Med Sea Shipping Company ,Lebanon,Med Sea Shipping Company ,Great Star Shipping ,Lebanon,Gadani,Pakistan,2017-05-01 00:00:00,,
Aalaae J,7114800,General Cargo,2498,1971,Togo,,,Mediterranian Navigation Co,Lebanon,Hamza Shipping Co,Medmarine Shipping SA,Honduras,Aliaga,Turkey,2017-07-01 00:00:00,,
Seba M.,7511199,Bulk Carrier,7244,1976,Sierra Leone,,,Rabunion Maritime Agency S.a.r.l. ,Lebanon,Rabunion Maritime Agency S.a.r.l. ,Rabunion Maritime Agency S.a.r.l. ,Lebanon,Gadani,Pakistan,2017-02-01 00:00:00,,
Maria K.,7511204,Bulk Carrier With Container Capacity,7244,1976,Sierra Leone,,,Souad F. Wazi Moukahal ,Lebanon,Souad F. Wazi Moukahal ,Souad F. Wazi Moukahal ,Lebanon,Gadani,Pakistan,2017-02-01 00:00:00,,
Transwood,7703778,General Cargo,3900,1979,Togo,Syria,Yasin,Tempus Maritime Sarl ,Lebanon,Tempus Maritime Sarl ,Transwood Maritime S.A. ,Honduras,Alang,India,2017-02-01 00:00:00,,
Shaza,7333846,General Cargo,4932,1973,Togo,,,Global Management & Trading Co Ltd,Lebanon ,Unknown owners,Unknown owners,Unknown,Alang,India,2017-06-01 00:00:00,,
Global Trader 1,9034327,Bulk Carrier,36438,1993,Panama,,Irene,Partagas Maritime Ltd,Liberia,Partagas Maritime Ltd,Partagas Maritime Ltd,Liberia,Gadani,Pakistan,2017-09-01 00:00:00,,
Elana,9131125,Tanker,57017,1997,St Kitts & Nevis,Malaysia,Bunga Kelana Dua,AET Tanker Holdings Sdn Bhd,Malaysia,AET Inc Ltd,AET Petroleum Tanker,Malaysia,Chittagong,Bangladesh,2017-07-01 00:00:00,,
Columbus,9136046,Tanker,57949,1997,Comoros,Singapore,,AET Tanker Holdings Sdn Bhd,Malaysia,AET Tanker Holdings Sdn Bhd,AET Tanker Holdings Sdn Bhd,Malaysia,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Condor,7628760,Crane Ship,4070,1978,Palau,,,Bumi Armada Bhd,Malaysia,Bumi Armada Offshore Contract,Bumi Armada Offshore Contract,Marshall Islands,Alang,India,2017-11-01 00:00:00,,
Trepid,9183439,Fpso,86074,1998,Palau,,,Bumi Armada Bhd,Malaysia,Bumi Armada Bhd,Bumi Armada Offshore Holdings,Marshall Islands,Alang,India,2017-12-01 00:00:00,,
Tiger Spring,8115588,General Cargo With Container Capacity,4455,1983,Malaysia,,,Chong Fui Shipping,Malaysia,Unknown owners,Unknown owners,Unknown,Chittagong,Bangladesh,2017-02-01 00:00:00,,
Jenwin III,8110033,General Cargo,5359,1981,Malaysia,,Margaret,Chong Fui Shipping,Malaysia,Chong Fui Shipping,Chong Fui Shipping,Malaysia,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Builder Fortune,8303824,General Cargo,2679,1983,Malaysia,,,Chong Fui Shipping,Malaysia,Chong Fui Shipping,Chong Fui Shipping,Malaysia,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Alaska Ace,7929633,General Cargo,3433,1981,Malaysia,,,Complete Logistic Services Bhd,Malaysia,Complete Logistic Services Bhd,Complete Shipping Sdn Bhd,Malaysia,Chittagong,Bangladesh,2017-12-01 00:00:00,,
Ching,8900854,Fully Cellular Containership,9601,1992,Comoros,Malaysia,MTT Kuching,Malaysia Trade & Transport Company Sendirian Berhad (MTT Group) ,Malaysia,MTT Shipping Sendirian Berhard ,MTT Shipping Kuching Sendirian Berhad ,Malaysia,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Berkat,8645739,Pontoon,7357,1991,Niue,Panama,Teknik Berkat,Petcon (M) Sendirian Berhad ,Malaysia,Petcon (M) Sendirian Berhad ,Petcon (M) Sendirian Berhad ,Malaysia,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Sarku Samudera,8766650,Crane Pontoon,6119,1983,Niue,Malaysia,Smedvig T-20,Sarku Engineering Services Sdn,Malaysia,Sarku Engineering Services Sdn,Sarku Engineering Services Sdn,Malaysia,Chittagong,Bangladesh,2017-09-01 00:00:00,,
Dan,9380908,Container Ship,8724,2005,Palau,Malaysia,Danum 158,Shin Yang Shipping Sdn Bhd,Malaysia,Shin Yang Shipping Sdn Bhd,Shin Yang Shipping Sdn Bhd,Malaysia,Alang,India,2017-07-01 00:00:00,,
Centurion,6716895,Diving Support,2455,1967,Niue,Malaysia,Allied Centurion,Tideway Alliance Sendirian Berhad ,Malaysia,Tideway Alliance Sendirian Berhad ,Allied Marine & Equipment Sendirian Berhad ,Malaysia,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Alyra,9090905,General Cargo,3611,2004,Mongolia,,,Tru-Trans Sdn Bhd,Malaysia,Tru-Trans Sdn Bhd,Segi Cahaya Sdn Bhd,Malaysia,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Gateway Prestige,8301618,General Cargo,2638,1983,Unknown,,,Gateway Shipping Private Limited ,Maldives,Gateway Shipping Private Limited ,Gateway Shipping Private Limited ,Maldives,Azhikkal ,India,2017-04-01 00:00:00,,
Jade,9160504,Container Ship,4028,1997,Niue,Maldives,,Honey Corner Maldives Pvt Ltd,Maldives,Honey Corner Maldives Pvt Ltd,Honey Corner Maldives Pvt Ltd,Maldives,Alang,India,2017-11-01 00:00:00,,
Gorg,7712901,Pallets Carrier,2065,1980,Panama,,,KB Lines Ltd,Malta,KB Lines Ltd,KB Lines Ltd,Malta,Aliaga,Turkey,2017-08-01 00:00:00,,
Little Sun,7830923,General Cargo,2478,1979,Tanzania ,,,Stella Shipping,Marshall Islands,Geo Shipping Group,Stella Shipping & Trading Ltd,Marshall Islands,Aliaga,Turkey,2017-06-01 00:00:00,,
Cso Centurion,8029181,Fishing,1539,1981,St Kitts & Nevis,,,Specialised Vessel Services,Mauritius,Specialised Vessel Services,Specialised Vessel Services,Mauritius,Alang,India,2017-11-01 00:00:00,,
Jo,7901540,Liquefied Petroleum Gas Carrier,15818,1980,St Kitts & Nevis,Mexico,Jose Colomo,PEMEX,Mexico,Unknown owners,Holborn Shipping Incorporated ,St Kitts & Nevis,Alang,India,2017-03-01 00:00:00,,
Blue,9151840,Tanker,79494,1997,Palau,Malta,Blue Trader,International Andromeda,Monaco,International Andromeda,STS Trading Ltd,British Virgin Islands,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Lesotho,9162485,Fully Cellular Containership,75637,1997,Liberia,,,Quantum Pacific Shipping Group ,Monaco,Eastern Pacific Shipping Private Limited ,Orpile Marine Incorporated ,Liberia,Gadani,Pakistan,2017-04-01 00:00:00,,
Botswana,9162497,Fully Cellular Containership,75637,1998,Liberia,,,Quantum Pacific Shipping Group ,Monaco,Eastern Pacific Shipping Private Limited ,Nipstan Maritime Incorporated ,Liberia,Gadani,Pakistan,2017-05-01 00:00:00,,
Cumbria,8807650,Liquefied Petroleum Gas Carrier,13455,1990,Liberia,,,Quantum Pacific Shipping Group ,Monaco,Eastern Pacific Shipping Private Limited ,Gesteq Shipping Incorporated ,Liberia,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Mozambique,9152296,Fully Cellular Containership,76847,1998,Liberia,,,Quantum Pacific Shipping Group ,Monaco,Eastern Pacific Shipping Private Limited ,Ozrow Shipping Incorporated ,Liberia,Gadani,Pakistan,2017-06-01 00:00:00,,
Halifax,9280859,Fully Cellular Containership,53453,2004,United Kingdom,,,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Berryford Shipping (UK) Limited ,United Kingdom,Gadani,Pakistan,2017-02-01 00:00:00,,
Laiwu Steel Harmonious,8808068,Bulk Ore Carrier,152229,1989,Liberia,,,Zodiac Group Monaco ,Monaco,Zodiac Maritime Limited ,Monwry Shipping Limited ,Liberia,Chittagong,Bangladesh,2017-04-01 00:00:00,,
Hyundai No. 106,8608157,Vehicles Carrier,41720,1987,Liberia,,,Zodiac Group Monaco ,Monaco,Hyundai Glovis Co Ltd,Zodiac Maritime Ltd,United Kingdom,Chittagong,Bangladesh,2017-09-01 00:00:00,,
Hyundai No. 107,8608169,Vehicles Carrier,41720,1987,Liberia,,,Zodiac Group Monaco ,Monaco,Hyundai Glovis Co Ltd,Halat Navigation No 2 SA,Liberia,Chittagong,Bangladesh,2017-09-01 00:00:00,,
Orit,9047362,Tanker,28277,1993,Palau,Liberia,,Zodiac Group Monaco ,Monaco,Corinthians Shipping Ltd,Black Fire Energy Ltd,Nigeria,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Sveti Stefan II,7320332,Passenge Ro/Ro,8697,1973,Panama,,,Adriatic Lines S.A. ,Montenegro,Adriatic Lines S.A. ,Adriatic Lines S.A. ,Montenegro,Aliaga,Turkey,2017-05-01 00:00:00,,
Atlas,7361049,Passenge Ro/Ro,6767,1974,Tanzania,,,International Maritime Transport Corporation S.A. ,Morocco,International Maritime Transport Corporation S.A. ,International Maritime Transport Corporation S.A. ,Morocco,Aliaga,Turkey,2017-04-01 00:00:00,,
Mong,9127617,General Cargo,3388,1997,Cook Islands,Myanmar,,Myanma Five Star Line,Myanmar,Myanma Five Star Line,Myanma Five Star Line,Myanmar,Chittagong,Bangladesh,2017-10-01 00:00:00,,
4K Mewn,9127605,General Cargo,3388,1996,Cook Islands,,,Myanma Five Star Line,Myanmar,Myanma Five Star Line,Myanma Five Star Line,Myanmar,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Bucentaur,8112548,Research/Drilling Ship,2768,1983,Bahamas,,,Fugro NV,Netherlands,Fugro Geotechnics AS,Bucentaur Marine Inc,Panama,Ghent,Belgium,2017-10-01 00:00:00,,
Geo Pacific,8408973,Research,4582,1987,Marshall Islands,,,Fugro NV ,Netherlands,Fugro NV ,Fugro Geo Pacific Incorporated ,Marshall Islands,sGravendeel,Netherlands,2017-06-01 00:00:00,,
Uranus,8833233,Hopper Barge,520,1977,Finland,,,Royal Boskalis Westminster N.V. ,Netherlands,Royal Boskalis Westminster N.V. ,Royal Boskalis Westminster N.V. ,Netherlands,Aliaga,Turkey,2017-01-01 00:00:00,,
Jupîter,8864804,Hopper Barge,534,1977,Finland,,,Royal Boskalis Westminster N.V. ,Netherlands,Terramare OY ,Terramare OY ,Finland,Aliaga,Turkey,2017-01-01 00:00:00,,
